From,To,Distance
"San Francisco, California, United States","Aleksandrovsk-Sakhalinskiy, Russia",4372
"San Francisco, California, United States","Amapala, Honduras",2586
"San Francisco, California, United States","Anchorage, Alaska, United States",1872
"San Francisco, California, United States","Antofagasta, Chile",4762
"San Francisco, California, United States","Apia, Samoa",4161
"San Francisco, California, United States","Apra, Guam",5053
"San Francisco, California, United States","Apra, Guam, Mariana Islands",5053
"San Francisco, California, United States","Arica, Chile",4551
"San Francisco, California, United States","Attu Island, Alaska, United States",2765
"San Francisco, California, United States","Auckland, New Zealand",5680
"San Francisco, California, United States","Avarua, Cook Islands",4124
"San Francisco, California, United States","Bai Taio-Hae, Marquesa Islands",2987
"San Francisco, California, United States","Baie Du Controleur, Marquesa Islands",2986
"San Francisco, California, United States","Baie Taio-Hae, Marquesa Islands",2987
"San Francisco, California, United States","Barbers Point, Hawaii, United States",2100
"San Francisco, California, United States","Barrow Island, Australia",7646
"San Francisco, California, United States","Brisbane, Australia",6193
"San Francisco, California, United States","Buenaventura, Colombia",3383
"San Francisco, California, United States","Busan, South Korea",4914
"San Francisco, California, United States","Caldera, Chile",4894
"San Francisco, California, United States","Callao, Peru",3989
"San Francisco, California, United States","Canton, Phoenix Islands",3663
"San Francisco, California, United States","Chimbote, Peru",3804
"San Francisco, California, United States","Christmas Island, Line Islands",2895
"San Francisco, California, United States","Coquimbo, Chile",5007
"San Francisco, California, United States","Corinto, Nicaragua",2613
"San Francisco, California, United States","Dagu, China",5615
"San Francisco, California, United States","Dalian, China",5456
"San Francisco, California, United States","Dutch Harbor, Alaska, United States",2051
"San Francisco, California, United States","Eniwetak, Marshall Islands",4282
"San Francisco, California, United States","Esmeraldas, Ecuador",3342
"San Francisco, California, United States","Funafuti, Tuvalu",4295
"San Francisco, California, United States","Gebe Island, Indonesia",6260
"San Francisco, California, United States","Guayaquil, Ecuador",3548
"San Francisco, California, United States","Guaymas, Mexico",1490
"San Francisco, California, United States","Hakodate, Japan",4246
"San Francisco, California, United States","Ho Chi Minh, Vietnam",6878
"San Francisco, California, United States",Hong Kong,6044
"San Francisco, California, United States","Honolulu, Hawaii, United States",2091
"San Francisco, California, United States","Honshu, Japan",4454
"San Francisco, California, United States","Iligan, Philippines",6174
"San Francisco, California, United States","Iloilo, Panay, Philippines",6168
"San Francisco, California, United States","Iloilo, Philippines",6168
"San Francisco, California, United States","Iquique, Chile",4620
"San Francisco, California, United States","Jakarta, Indonesia",7642
"San Francisco, California, United States","Jaluit, Marshall Islands",4150
"San Francisco, California, United States",Johnston Island,2779
"San Francisco, California, United States",Johnston Island,2779
"San Francisco, California, United States","Juneau, Alaska, United States",1371
"San Francisco, California, United States","Kiska, Alaska, United States",2629
"San Francisco, California, United States","Kobe, Japan",4819
"San Francisco, California, United States","Kodiak, Alaska, United States",1693
"San Francisco, California, United States","La Union, El Salvador",2586
"San Francisco, California, United States","Levuka, Fiji Islands",4705
"San Francisco, California, United States","Lota, Chile",5282
"San Francisco, California, United States","Manila, Philippines",6221
"San Francisco, California, United States","Manila, Philippines",6299
"San Francisco, California, United States","Manzanillo, Mexico",1538
"San Francisco, California, United States","Mazatlan, Mexico",1337
"San Francisco, California, United States","Melbourne, Australia",6970
"San Francisco, California, United States",Midway Island,2792
"San Francisco, California, United States",Midway Island,2792
"San Francisco, California, United States","Mogpo, South Korea",5125
"San Francisco, California, United States","Nagasaki, Japan",5029
"San Francisco, California, United States","Napieir, New Zealand",5731
"San Francisco, California, United States","Newcastle, Australia",6467
"San Francisco, California, United States","Nikolayevsk-Na-Amure, Russia",4099
"San Francisco, California, United States","Nome, Alaska, United States",2636
"San Francisco, California, United States","Noumea, New Caledonia",5410
"San Francisco, California, United States","Noumea, Newcaledonia",5410
"San Francisco, California, United States",Ocean Island,4406
"San Francisco, California, United States",Ocean Island,4406
"San Francisco, California, United States","Pago Pago, American Samoa",4150
"San Francisco, California, United States","Panama, Panama",3245
"San Francisco, California, United States","Papeete, French Polynesia",3663
"San Francisco, California, United States","Papeete, Tahiti, French Polynesia",3663
"San Francisco, California, United States","Petropavlovsk- Kamchatskiy, Russia",3292
"San Francisco, California, United States","Petropavlovsk-Kamchatskiy, Russia",3292
"San Francisco, California, United States","Pisagua, Chile",4593
"San Francisco, California, United States","Pisco, Peru",4097
"San Francisco, California, United States","Ponape, Caroline Islands",4641
"San Francisco, California, United States","Port Darwin, Australia",6984
"San Francisco, California, United States","Port Hedland, Australia",7646
"San Francisco, California, United States","Prince Rupert, Canada",1090
"San Francisco, California, United States","Puerto Armuelles, Panama",2973
"San Francisco, California, United States","Punta Arenas, Chile",6188
"San Francisco, California, United States","Puntarenas, Costa Rica",2831
"San Francisco, California, United States","Qingdao, China",5403
"San Francisco, California, United States","Rabaul, Papua New Guinea",5396
"San Francisco, California, United States","Rotoava, Iles Tuamotu",3503
"San Francisco, California, United States","Salaverry, Peru",3750
"San Francisco, California, United States","Salawati, Indonesia",6582
"San Francisco, California, United States","Salina Cruz, Mexico",2135
"San Francisco, California, United States","San Jose, Guatemala",2395
"San Francisco, California, United States","Sasebo, Japan",5185
"San Francisco, California, United States","Seward, Alaska, United States",1701
"San Francisco, California, United States","Shanghai, China",5398
"San Francisco, California, United States","Shantou, China",5900
"San Francisco, California, United States","Shimonoseki, Japan",4910
"San Francisco, California, United States",Singapore,7353
"San Francisco, California, United States","Sitka, Alaska, United States",1302
"San Francisco, California, United States","Surabaya, Indonesia",7343
"San Francisco, California, United States","Suva, Fiji Islands",4749
"San Francisco, California, United States","Sydney, Australia",6448
"San Francisco, California, United States","Talara, Peru",3494
"San Francisco, California, United States","Talcahuano, Chile",5270
"San Francisco, California, United States","Taltal, Chile",4838
"San Francisco, California, United States","Tarawa Atoll, Kiribati",4161
"San Francisco, California, United States","Tocopilla, Chile",4699
"San Francisco, California, United States","Torres Strait, Australia",6249
"San Francisco, California, United States","Truk, Caroline Islands",4931
"San Francisco, California, United States","Tsugaru-Kaikyo, Japan",4242
"San Francisco, California, United States","Valparaiso, Chile",5140
"San Francisco, California, United States","Vancouver, Canada",812
"San Francisco, California, United States","Victoria, Canada",745
"San Francisco, California, United States","Vladivostok, Russia",4563
"San Francisco, California, United States",Wake Island,3821
"San Francisco, California, United States",Wake Island,3821
"San Francisco, California, United States","Weihai, China",5402
"San Francisco, California, United States","Wellington, New Zealand",5900
"San Francisco, California, United States","Wellington, New Zealand",5905
"San Francisco, California, United States","Weonsan, North Korea",4866
"San Francisco, California, United States","Wilson Promontory, Australia",6817
"San Francisco, California, United States","Xiamen, China",5788
"San Francisco, California, United States","Yandina, Solomon Islands",8614
"San Francisco, California, United States","Yokohama, Japan",4536
"San Jose, Guatemala","Acapulco, Mexico",574
"San Jose, Guatemala","Amapala, Honduras",204
"San Jose, Guatemala","Antofagasta, Chile",2557
"San Jose, Guatemala","Arica, Chile",2338
"San Jose, Guatemala","Callao, Peru",1763
"San Jose, Guatemala","Coquimbo, Chile",2864
"San Jose, Guatemala","Corinto, Nicaragua",238
"San Jose, Guatemala","Esmeraldas, Ecuador",1016
"San Jose, Guatemala","Guayaquil, Ecuador",1242
"San Jose, Guatemala","Guaymas, Mexico",1520
"San Jose, Guatemala","Hilo, Hawaii, United States",3690
"San Jose, Guatemala","Iquique, Chile",2404
"San Jose, Guatemala","Los Angeles, California, United States",2054
"San Jose, Guatemala","Lota, Chile",3220
"San Jose, Guatemala","Manzanillo, Mexico",840
"San Jose, Guatemala","Mazatlan, Mexico",1149
"San Jose, Guatemala","Monterey, California, United States",2315
"San Jose, Guatemala","Panama, Panama",886
"San Jose, Guatemala","Pisco, Peru",1875
"San Jose, Guatemala","Punta Arenas, Chile",4296
"San Jose, Guatemala","Puntarenas, Costa Rica",465
"San Jose, Guatemala","San Diego, California, United States",1993
"San Jose, Guatemala","San Francisco, California, United States",2395
"San Jose, Guatemala","Santa Barbara, California, United States",2130
"San Jose, Guatemala","Talcahuano, Chile",3202
"San Jose, Guatemala","Valparaiso, Chile",3024
"San Juan Del Norte, Nicaragua","Baltimore, Maryland, United States",1968
"San Juan Del Norte, Nicaragua","Belize, Belize",619
"San Juan Del Norte, Nicaragua","Charlotte Amalie, St. Thomas, Virgin Islands",1199
"San Juan Del Norte, Nicaragua","Galveston, Texas, United States",1344
"San Juan Del Norte, Nicaragua","La Guaira, Venezuela",1026
"San Juan Del Norte, Nicaragua","La Habana, Cuba",871
"San Juan Del Norte, Nicaragua","Montreal, Canada",3220
"San Juan Del Norte, Nicaragua","New Orleans, Louisiana, United States",1262
"San Juan Del Norte, Nicaragua","New York, New York, United States",2032
"San Juan Del Norte, Nicaragua","Norfolk, Virginia, United States",1837
"San Juan Del Norte, Nicaragua","Philadelphia, Pennsylvania, United States",2004
"San Juan Del Norte, Nicaragua","Pointe A Pitre, Guadeloupe",1345
"San Juan Del Norte, Nicaragua","Port Au Prince, Haiti",840
"San Juan Del Norte, Nicaragua","Port Castries, St. Lucia",1344
"San Juan Del Norte, Nicaragua","Port Of Spain, Trinidad",1342
"San Juan Del Norte, Nicaragua","Santo Domingo, Dominican Republic",924
"San Juan Del Norte, Nicaragua","Tampico, Mexico",1336
"San Juan Del Norte, Nicaragua","Veracruz, Mexico",1271
"San Juan Del Norte, Nicaragua","Willemstad, Curacao",882
"San Juan Del Norte, Nicaragua",Yucatan Channel,681
"San Juan Del Sur, Nicaragua","La Libertad, El Salvador",239
"San Juan Del Sur, Nicaragua","Panama, Panama",590
"San Juan Del Sur, Nicaragua","Puntarenas, Costa Rica",171
"San Juan Del Sur, Nicaragua","Salina Cruz, Mexico",619
"San Juan, Peru","Antofagasta, Chile",575
"San Juan, Peru","Callao, Peru",248
"San Juan, Peru","Panama, Panama",1590
"San Juan, Peru","Punta Arenas, Chile",1660
"San Juan, Puerto Rico","Abraham Bay, Bahamas",476
"San Juan, Puerto Rico","Abraham Bay, Mayaguana Island, Bahamas",476
"San Juan, Puerto Rico","Argentia, Canada",1840
"San Juan, Puerto Rico","Arkhangel’Sk, Russia",5001
"San Juan, Puerto Rico","Aveiro, Portugal",3209
"San Juan, Puerto Rico","Bahia De Las Calderas, Dominican Republic",273
"San Juan, Puerto Rico","Bahia De Samana, Dominican Republic",185
"San Juan, Puerto Rico","Baltimore, Maryland, United States",1374
"San Juan, Puerto Rico","Barahona, Dominican Republic",294
"San Juan, Puerto Rico","Barranquilla, Colombia",705
"San Juan, Puerto Rico","Basse-Terre, Guadeloupe",314
"San Juan, Puerto Rico","Basseterre, Saint Kitts And Nevis",214
"San Juan, Puerto Rico","Belem, Brazil",1692
"San Juan, Puerto Rico","Bishop Rock, England",3390
"San Juan, Puerto Rico","Boca De Tanamo, Cuba",549
"San Juan, Puerto Rico","Boston, Massachusetts, United States",1486
"San Juan, Puerto Rico","Bridgetown, Barbados",517
"San Juan, Puerto Rico","Brighton, Trinidad",574
"San Juan, Puerto Rico","Brunswick, Georgia, United States",1132
"San Juan, Puerto Rico","Buenos Aires, Argentina",4753
"San Juan, Puerto Rico","Cadiz, Spain",3312
"San Juan, Puerto Rico","Cap-Haitien, Haiti",372
"San Juan, Puerto Rico","Cape Cod Canal, Massachusetts, United States",1410
"San Juan, Puerto Rico","Cape Town, South Africa",5772
"San Juan, Puerto Rico","Cardenas, Cuba",917
"San Juan, Puerto Rico","Cartagena, Colombia",782
"San Juan, Puerto Rico","Catia La Mar, Venezuela",556
"San Juan, Puerto Rico","Charleston, South Carolina, United States",1138
"San Juan, Puerto Rico","Chatham, Canada",2025
"San Juan, Puerto Rico","Christiansted, St. Croix",104
"San Juan, Puerto Rico","Cienfuegos, Cuba",903
"San Juan, Puerto Rico","Colon, Panama",993
"San Juan, Puerto Rico","Corunna, Spain",3255
"San Juan, Puerto Rico","Dakar, Senegal",2812
"San Juan, Puerto Rico","Elizabeth Harbor, Bahamas",642
"San Juan, Puerto Rico","Fastnet Rock, Ireland",3299
"San Juan, Puerto Rico","Fernandina, Florida, United States",1115
"San Juan, Puerto Rico","Fort De France, Martinique",385
"San Juan, Puerto Rico","Fort Lauderdale, Florida, United States",900
"San Juan, Puerto Rico","Fort Liberte, Haiti",373
"San Juan, Puerto Rico","Fort-Liberate, Haiti",373
"San Juan, Puerto Rico","Freeport, Bahamas",872
"San Juan, Puerto Rico","Freetown, Sierra Leone",3141
"San Juan, Puerto Rico","Funchal, Madeira Island",2773
"San Juan, Puerto Rico","Galeota Point, Trinidad",637
"San Juan, Puerto Rico","Georgetown, Guyana",876
"San Juan, Puerto Rico","Guantanamo, Cuba",537
"San Juan, Puerto Rico","Halifax, Canada",1580
"San Juan, Puerto Rico","Hamilton, Bermuda",856
"San Juan, Puerto Rico","Hopetown, Bahamas",802
"San Juan, Puerto Rico","Horta, Azores",2294
"San Juan, Puerto Rico","Horta, Fayal, Azores",2294
"San Juan, Puerto Rico","Inishtrahull, Ireland",3436
"San Juan, Puerto Rico","Ivittuut, Greenland",2720
"San Juan, Puerto Rico","Jacksonville, Florida, United States",1121
"San Juan, Puerto Rico","Key West, Florida, United States",966
"San Juan, Puerto Rico","Kingston, Jamaica",643
"San Juan, Puerto Rico","La Guaira, Venezuela",506
"San Juan, Puerto Rico","La Habana, Cuba",978
"San Juan, Puerto Rico","La Romana, Dominican Republic",191
"San Juan, Puerto Rico","Limon, Costa Rica",1119
"San Juan, Puerto Rico","Lisboa, Portugal",3185
"San Juan, Puerto Rico","Liverpool, Canada",1540
"San Juan, Puerto Rico","Manzanillo, Cuba",738
"San Juan, Puerto Rico","Mariel, Cuba",999
"San Juan, Puerto Rico","Matanzas, Cuba",931
"San Juan, Puerto Rico","Miami, Florida, United States",960
"San Juan, Puerto Rico","Miller Anchorage, Bahamas",714
"San Juan, Puerto Rico","Miller Anchorage, Eleuthera Island, Bahamas",714
"San Juan, Puerto Rico","Miragoane, Haiti",526
"San Juan, Puerto Rico","Moa, Cuba",533
"San Juan, Puerto Rico","Morehead City, North Carolina, United States",1123
"San Juan, Puerto Rico","Nassau, Bahamas",799
"San Juan, Puerto Rico","Nassau, Bahamas",799
"San Juan, Puerto Rico","New York, New York, United States",1399
"San Juan, Puerto Rico","Nicaro Lengua De Pajaro, Cuba",561
"San Juan, Puerto Rico","Norfolk, Virginia, United States",1252
"San Juan, Puerto Rico","Nuevitas, Cuba",663
"San Juan, Puerto Rico","Oranjestad, St. Eustatius",195
"San Juan, Puerto Rico","Panama, Panama",1036
"San Juan, Puerto Rico","Pentland Firth, Scotland",3638
"San Juan, Puerto Rico","Philadelphia, Pennsylvania, United States",1395
"San Juan, Puerto Rico","Pina, Panama",1219
"San Juan, Puerto Rico","Pointe A Pitre, Guadeloupe",333
"San Juan, Puerto Rico","Ponce, Puerto Rico",157
"San Juan, Puerto Rico","Ponta Delgada, Azores",2412
"San Juan, Puerto Rico","Port Au Prince, Haiti",552
"San Juan, Puerto Rico","Port Castries, St. Lucia",418
"San Juan, Puerto Rico","Port Kamsar, Guinea",3018
"San Juan, Puerto Rico","Port Of Spain, Trinidad",574
"San Juan, Puerto Rico","Portland, Maine, United States",1531
"San Juan, Puerto Rico","Portsmouth, New Hampshire, United States",1507
"San Juan, Puerto Rico","Puerto Cortes, Honduras",1284
"San Juan, Puerto Rico","Puerto Manati, Cuba",639
"San Juan, Puerto Rico","Puerto Padre, Cuba",625
"San Juan, Puerto Rico","Puerto Vita, Cuba",592
"San Juan, Puerto Rico","Recife, Brazil",2609
"San Juan, Puerto Rico","Rio De Janeiro, Brazil",3652
"San Juan, Puerto Rico","Rio Haina, Dominican Republic",249
"San Juan, Puerto Rico","San Pedro De Macoris, Dominican Republic",199
"San Juan, Puerto Rico","Santa Barbara De Samana, Dominican Republic",190
"San Juan, Puerto Rico","Santa Cruz De Tenerife, Canary Islands",2820
"San Juan, Puerto Rico","Santa Lucia, Cuba",1079
"San Juan, Puerto Rico","Santiago De Cuba, Cuba",584
"San Juan, Puerto Rico","Santo Domingo, Dominican Republic",232
"San Juan, Puerto Rico","Savannah, Georgia, United States",1153
"San Juan, Puerto Rico","Searsport, Maine, United States",1564
"San Juan, Puerto Rico","Sept Iles, Canada",2132
"San Juan, Puerto Rico","South Riding Point, Grand Bahamas",858
"San Juan, Puerto Rico","St. John, Canada",1614
"San Juan, Puerto Rico","St. John’S, Antigua",265
"San Juan, Puerto Rico","St. Pierre, Martinique",374
"San Juan, Puerto Rico",Strait Of Gibraltar,3336
"San Juan, Puerto Rico","Straits Of Florida, United States",1017
"San Juan, Puerto Rico","Sydney, Canada",1728
"San Juan, Puerto Rico","Tela, Honduras",1258
"San Juan, Puerto Rico","Veracruz, Mexico",1780
"San Juan, Puerto Rico","Vigo, Spain",3228
"San Juan, Puerto Rico","Willemstad, Curacao",485
"San Juan, Puerto Rico","Wilmington, North Carolina, United States",1153
"San Juan, Puerto Rico","Yarmouth, Canada",1525
"San Juan, Puerto Rico",Yucatan Channel,1111
"San Julian, Argentina","Sao Sebastiao, Brazil",1861
"San Lorenzo, Honduras","Acapulco, Mexico",791
"San Lorenzo, Honduras","Callao, Peru",1701
"San Lorenzo, Honduras","Panama, Panama",762
"San Nicolas, Peru","Antofagasta, Chile",571
"San Nicolas, Peru","Arica, Chile",350
"San Nicolas, Peru","Callao, Peru",230
"San Nicolas, Peru","Corinto, Nicaragua",1837
"San Nicolas, Peru","Ilo, Peru",276
"San Nicolas, Peru","Panama, Panama",1573
"San Nicolas, Peru","Pisco, Peru",135
"San Nicolas, Peru","Punta Arenas, Chile",2469
"San Nicolas, Peru","Salina Cruz, Mexico",902
"San Nicolas, Peru","Supe Bay, Peru",314
"San Nicolas, Peru","Talcahuano, Chile",1300
"San Nicolas, Peru","Torres Strait, Australia",8209
"San Nicolas, Peru","Valparaiso, Chile",1089
"San Nicolas, Peru","Wilson Promontory, Australia",7099
"San Pedro De Macoris, Dominican Republic","Kingston, Jamaica",461
"San Pedro De Macoris, Dominican Republic","Port Au Prince, Haiti",473
"San Pedro De Macoris, Dominican Republic","Romana, Dominican Republic",21
"San Pedro De Macoris, Dominican Republic","San Juan, Puerto Rico",199
"San Pedro, Ivory Coast","Abidjan, Ivory Coast",157
"San Pedro, Ivory Coast","Accra, Ghana",398
"San Pedro, Ivory Coast","Bishop Rock, England",3397
"San Pedro, Ivory Coast","Bordeaux, France",3160
"San Pedro, Ivory Coast","Cape Of Good Hope, South Africa",2735
"San Pedro, Ivory Coast","Cape Town, South Africa",2718
"San Pedro, Ivory Coast","Dakar, Senegal",994
"San Pedro, Ivory Coast","Fastnet Rock, Ireland",3413
"San Pedro, Ivory Coast","Freetown, Sierra Leone",532
"San Pedro, Ivory Coast","Galway, Ireland",3356
"San Pedro, Ivory Coast",Grand Banks South,3552
"San Pedro, Ivory Coast","Ile D’Ouessant, France",3344
"San Pedro, Ivory Coast","Inishtrahull, Ireland",3677
"San Pedro, Ivory Coast","Lagos, Nigeria",616
"San Pedro, Ivory Coast","Monrovia, Liberia",312
"San Pedro, Ivory Coast","Natal, Brazil",1826
"San Pedro, Ivory Coast","New York, New York, United States",4284
"San Pedro, Ivory Coast","Nouadhibou, Mauritania",1368
"San Pedro, Ivory Coast","Panama, Panama",4555
"San Pedro, Ivory Coast","Pentland Firth, Scotland",4236
"San Pedro, Ivory Coast","Port Of Spain, Trinidad",3302
"San Pedro, Ivory Coast","Punta Arenas, Chile",4811
"San Pedro, Ivory Coast",Strait Of Gibraltar,3091
"San Pedro, Ivory Coast","Straits Of Florida, United States",4727
"San Pedro, Ivory Coast","Tangier, Morocco",2304
"San Pedro, Ivory Coast",Yucatan Channel,4876
"San Sebastian, Spain","Bordeaux, France",210
"San Sebastian, Spain","El Ferrol Del Caudillo, Spain",302
"San Sebastian, Spain","Horta, Azores",957
"San Sebastian, Spain","Horta, Fayal, Azores",957
"San Sebastian, Spain","Ile D’Ouessant, France",353
"San Sebastian, Spain",Strait Of Gibraltar,892
"San Vicente, Chile","Antofagasta, Chile",791
"San Vicente, Chile","Arica, Chile",1104
"San Vicente, Chile","Corinto, Nicaragua",3063
"San Vicente, Chile","Kodiak, Alaska",6943
"San Vicente, Chile","Panama, Panama",2800
"San Vicente, Chile","Pisco, Peru",1428
"San Vicente, Chile","Punta Arenas, Chile",1210
"San Vicente, Chile","Wellington, New Zealand",4878
"San Vicente, Chile","Wilson Promontory, Australia",6485
"San Vicente, Chile","Yokohama, Japan",9248
"Sand Bay, Alaska, United States","Dutch Harbor, Alaska, United States",397
"Sandakan, Sabah","Honolulu, Hawaii, United States",5044
"Sandakan, Sabah","Jolo, Philippines",180
"Sandakan, Sabah","Kota Kinabalu, Malaysia",261
"Sandakan, Sabah","Masbate, Philippines",584
"Sandakan, Sabah","Panama, Panama",9618
"Sandakan, Sabah","Panjang, Indonesia",1363
"Sandakan, Sabah","Selat Lombok, Indonesia",1010
"Sandakan, Sabah","Selat Sunda, Indonesia",1368
"Sandakan, Sabah","Sibu, Malaysia",728
"Sandakan, Sabah",Singapore,1130
"Sandakan, Sabah","Tawau, Malaysia",241
"Sandakan, Sabah","Torres Strait, Australia",1853
"Sandakan, Sabah","Victoria, Sabah",412
"Sandakan, Sabah","Zamboanga, Philippines",251
"Sandakan, Sabah","Zamboanga, Philippines",251
"Sandefjorden, Norway","Bergen, Norway",317
"Sandefjorden, Norway","Bremerhaven, Germany",373
"Sandefjorden, Norway","London, England",610
"Sandefjorden, Norway","Pentland Firth, Scotland",518
"Sankt-Peterburg, Russia","Abenra, Denmark",811
"Sankt-Peterburg, Russia","Brevik, Norway",916
"Sankt-Peterburg, Russia","Hango, Finland",233
"Sankt-Peterburg, Russia","Helsinki, Finland",172
"Sankt-Peterburg, Russia","Hornefors, Sweden",534
"Sankt-Peterburg, Russia","Hudiksvall, Sweden",458
"Sankt-Peterburg, Russia","Karlshamn, Sweden",591
"Sankt-Peterburg, Russia","Karlskrona, Sweden",563
"Sankt-Peterburg, Russia","Kobenhavn, Denmark",917
"Sankt-Peterburg, Russia","Kristinestad, Finland",433
"Sankt-Peterburg, Russia","Nord-Ostsee-Kanal, Germany",779
"Sankt-Peterburg, Russia","Oslo, Norway",1095
"Sankt-Peterburg, Russia","Pitea, Sweden",687
"Sankt-Peterburg, Russia","Skagens Odde, Denmark",841
"Sankt-Peterburg, Russia","Skelleftehamn, Sweden",650
"Sankt-Peterburg, Russia","Slite, Sweden",400
"Sankt-Peterburg, Russia","Stockholm, Sweden",386
"Sankt-Peterburg, Russia","Sundsvall, Sweden",507
"Sankt-Peterburg, Russia","Tallinn, Estonia",189
"Sankt-Peterburg, Russia","Umea, Sweden",574
"Sankt-Peterburg, Russia","Ventspils, Latvia",374
"Sanmen Wen, China","Chi-Lung, Taiwan",248
"Sanmen Wen, China",Hong Kong,650
"Sanmen Wen, China","Incheon, South Korea",628
"Sanmen Wen, China","Nagoya, Japan",143
"Sanmen Wen, China","Qingdao, China",528
"Sanmen Wen, China","Shanghai, China",270
"Sant Antioco Ponti, Sardinia","Banzart, Tunisia",132
"Sant Antioco Ponti, Sardinia","Nice, France",310
"Sant Antioco Ponti, Sardinia","Palma, Balearic Islands",298
"Sant Antioco Ponti, Sardinia","Port Said, Egypt",1282
"Sant Antioco Ponti, Sardinia",Strait Of Gibraltar,715
"Santa Barbara De Samana, Dominican Republic","Bridgetown, Barbados",675
"Santa Barbara De Samana, Dominican Republic","Charlotte Amalie, St. Thomas, Virgin Islands",261
"Santa Barbara De Samana, Dominican Republic","Christiansted, St. Croix",289
"Santa Barbara De Samana, Dominican Republic","Key West, Florida, United States",811
"Santa Barbara De Samana, Dominican Republic","New York, New York, United States",1334
"Santa Barbara De Samana, Dominican Republic","Porlamar, Margarita, Venezuela",610
"Santa Barbara De Samana, Dominican Republic","San Juan, Puerto Rico",190
"Santa Barbara De Samana, Dominican Republic","Straits Of Florida, United States",867
"Santa Barbara, California, United States","Acapulco, Mexico",1568
"Santa Barbara, California, United States","Antofagasta, Chile",4497
"Santa Barbara, California, United States","Arica, Chile",4286
"Santa Barbara, California, United States","Callao, Peru",3722
"Santa Barbara, California, United States","Coquimbo, Chile",4742
"Santa Barbara, California, United States","Corinto, Nicaragua",2348
"Santa Barbara, California, United States","Esmeraldas, Ecuador",3077
"Santa Barbara, California, United States","Guayaquil, Ecuador",3249
"Santa Barbara, California, United States","Guaymas, Mexico",1225
"Santa Barbara, California, United States","Iquique, Chile",4355
"Santa Barbara, California, United States","Lota, Chile",5018
"Santa Barbara, California, United States","Panama, Panama",2980
"Santa Barbara, California, United States","Pisco, Peru",3832
"Santa Barbara, California, United States","Punta Arenas, Chile",5938
"Santa Barbara, California, United States","Puntarenas, Costa Rica",2566
"Santa Barbara, California, United States","Salina Cruz, Mexico",1870
"Santa Barbara, California, United States","San Jose, Guatemala",2130
"Santa Barbara, California, United States","Talcahuano, Chile",5006
"Santa Barbara, California, United States","Valparaiso, Chile",4875
"Santa Cruz De Tenerife, Canary Islands","Belem, Brazil",2599
"Santa Cruz De Tenerife, Canary Islands","Bishop Rock, England",1356
"Santa Cruz De Tenerife, Canary Islands","Bordeaux, France",1406
"Santa Cruz De Tenerife, Canary Islands","Boston, Massachusetts, United States",2777
"Santa Cruz De Tenerife, Canary Islands","Buenos Aires, Argentina",4619
"Santa Cruz De Tenerife, Canary Islands","Buenos Aires, Argentina",4619
"Santa Cruz De Tenerife, Canary Islands","Cadiz, Spain",702
"Santa Cruz De Tenerife, Canary Islands","Cape Of Good Hope, South Africa",4453
"Santa Cruz De Tenerife, Canary Islands","Cape Town, South Africa",4435
"Santa Cruz De Tenerife, Canary Islands","Casablanca, Morocco",548
"Santa Cruz De Tenerife, Canary Islands","Charleston, South Carolina, United States",3275
"Santa Cruz De Tenerife, Canary Islands","Charlotte Amalie, St. Thomas, Virgin Islands",2764
"Santa Cruz De Tenerife, Canary Islands","Charlotte Amalie, Virgin Islands",2764
"Santa Cruz De Tenerife, Canary Islands","Colon, Panama",3776
"Santa Cruz De Tenerife, Canary Islands","Dakar, Senegal",846
"Santa Cruz De Tenerife, Canary Islands","Freetown, Sierra Leone",1342
"Santa Cruz De Tenerife, Canary Islands","Funchal, Madeira Island",258
"Santa Cruz De Tenerife, Canary Islands","Guantanamo, Cuba",3265
"Santa Cruz De Tenerife, Canary Islands","Halifax, Canada",2478
"Santa Cruz De Tenerife, Canary Islands","Horta, Azores",881
"Santa Cruz De Tenerife, Canary Islands","Horta, Fayal, Azores",881
"Santa Cruz De Tenerife, Canary Islands","Huelva, Spain",715
"Santa Cruz De Tenerife, Canary Islands","Ile D’Ouessant, France",1320
"Santa Cruz De Tenerife, Canary Islands","Inishtrahull, Ireland",1704
"Santa Cruz De Tenerife, Canary Islands","Lisboa, Portugal",714
"Santa Cruz De Tenerife, Canary Islands","Miami, Florida, United States",3427
"Santa Cruz De Tenerife, Canary Islands","Montreal, Canada",3009
"Santa Cruz De Tenerife, Canary Islands","New York, New York, United States",2936
"Santa Cruz De Tenerife, Canary Islands","Norfolk, Virginia, United States",3057
"Santa Cruz De Tenerife, Canary Islands","Oporto, Portugal",849
"Santa Cruz De Tenerife, Canary Islands","Pentland Firth, Scotland",1952
"Santa Cruz De Tenerife, Canary Islands","Philadelphia, Pennsylvania, United States",3062
"Santa Cruz De Tenerife, Canary Islands","Ponta Delgada, Azores",740
"Santa Cruz De Tenerife, Canary Islands","Port Of Spain, Trinidad",2804
"Santa Cruz De Tenerife, Canary Islands","Porto Grande, Sao Vicente, Cape Verde Islands",849
"Santa Cruz De Tenerife, Canary Islands","Porto Grande, Sao Vincente, Cape Verde Islands",849
"Santa Cruz De Tenerife, Canary Islands","Punta Arenas, Chile",5690
"Santa Cruz De Tenerife, Canary Islands","Rio De Janeiro, Brazil",3518
"Santa Cruz De Tenerife, Canary Islands","San Juan, Puerto Rico",2820
